CMDLINE 'c:\Users\tinus\OneDrive\Desktop\Mastah\La Code\.venv\Scripts\python.exe' your_script.py
MEM 1.812500 1730276958.1402
MEM 3.433594 1730276958.2407
MEM 3.433594 1730276958.3414
MEM 3.433594 1730276958.4419
MEM 3.433594 1730276958.5426
MEM 3.433594 1730276958.6432
MEM 3.433594 1730276958.7437
MEM 3.433594 1730276958.8441
